Wind_P_el_n;pV_P_inst;storage_E_max;OC;OA
5700000.0;9626906.533254882;171019256161.04758;0.9801605329445108;0.4989068232138703
5700000.0;4527254.609116362;20376042712.269592;0.9667959553331228;0.34591787058602774
5700000.0;14562175.089799587;329835918463.3467;0.9601803679648611;0.6487718152324378
5700000.0;15295347.958512554;192978492786.04108;0.9077091217730078;0.6649860565249515
5700000.0;8429558.166642088;200359289933.361;0.9906178177070691;0.4656893937144635
5700000.0;20574744.430070747;184359763400.96603;0.8121211261776428;0.8181098247720311
5700000.0;6307947.473862931;295446556364.3927;0.9988742915773831;0.4108306228377838
5700000.0;4157570.1121646375;244388427873.87848;0.9996737401328449;0.34843613863786543
5700000.0;4081540.4268222186;356304436379.77563;0.9999999499698955;0.3523527795083657
5700000.0;7621777.809959531;176804331460.455;0.9907614662810359;0.4416643041737829
5700000.0;2420318.4816582347;202579899462.72437;0.9991840617450345;0.29827356801899024
5700000.0;1097958.0509098712;141668718232.7262;0.9942991264183962;0.258685479436768
5700000.0;12890936.501391439;110257076175.4247;0.912660183519632;0.5910702694713438
5700000.0;11103252.761538334;324975729801.63727;0.9903521195347548;0.5480086968266492
5700000.0;17690093.915768046;94965997371.19656;0.8145895034905318;0.7289501796212973
5700000.0;7005998.5857921215;325980966652.52594;0.9987547447078636;0.43199385807790575
5700000.0;18951564.7611801;262135235055.7451;0.873429306737149;0.7743842258049652
5700000.0;2461093.4885891494;21798633536.671806;0.9676278636469464;0.2889143363514416
5700000.0;9712655.287796818;49033239221.21148;0.9371346407042986;0.495055294116902
5700000.0;18573534.73203376;196351626902.82956;0.8526960048968417;0.7607329906754625
5700000.0;10747587.396066133;306336826875.5149;0.9903874449355895;0.536906711253481
5700000.0;9879602.189202264;340717331525.9266;0.9952828875155894;0.5136632321810054
5700000.0;12191477.13180818;243713092674.49622;0.969350478239652;0.5762929894850024
5700000.0;16053659.562982947;130961156381.42741;0.8657438840816399;0.6842214058098699
5700000.0;1662744.7511441307;273502979256.1712;0.9999999479939944;0.28106845946747133
5700000.0;3562805.746565275;260561259448.4074;0.9999782748517401;0.3328298909983913
5700000.0;975660.3108112123;259427312994.31516;0.9999906815760236;0.26139021516523564
5700000.0;6864136.069478006;226189937117.14606;0.9962064280016004;0.42277546671943456
5700000.0;15658869.257923434;44678867652.39785;0.8205493826060516;0.6648487444642304
5700000.0;7861440.716092241;64292565764.5647;0.9674480783267229;0.44292322815494656
5700000.0;20797728.794378795;292472297378.61285;0.8533862129982324;0.8290535476333148
5700000.0;4232463.997003846;285961494015.4889;0.9999382831818397;0.35268520144824356
5700000.0;17608852.62301048;346985608230.37634;0.9221317889897114;0.7383489211079945
5700000.0;16862529.73209261;62480771096.16234;0.8092754754176485;0.7017388586879494
5700000.0;4928328.0801674165;348014581919.04706;0.9999706735965129;0.37531761052459633
5700000.0;1761473.6111710074;353698545936.83026;0.9999999458413817;0.28817837071545366
5700000.0;342548.82463707525;157592140972.2774;0.9957841085044252;0.23870327822080684
5700000.0;9826676.565215172;266525034789.09427;0.990993925184196;0.5086271171211693
5700000.0;3907084.1825293396;132258746503.76044;0.9926776970056242;0.33581351028487433
5700000.0;20937418.642917663;51890791066.80725;0.7264064408496617;0.815742904900585
5700000.0;6136252.158779944;140259591973.68726;0.9903419962108818;0.3981253404875515
5700000.0;2702753.9613984213;311690273560.2726;0.9999999476955925;0.31180934416356343
5700000.0;12691100.118824748;344691525651.5691;0.9825784808035154;0.5949070646316489
5700000.0;5257644.812699515;303442105286.098;0.9996957387647422;0.38200804634143487
5700000.0;20627205.403704878;13037200812.238518;0.701052741751407;0.7949993752380444
5700000.0;5390151.765426465;18024172766.110947;0.9644073529116078;0.36956074453963805
5700000.0;8837250.607674222;107361815084.29115;0.9718271963398531;0.47331436400836685
5700000.0;15885914.297978;78781445427.2993;0.8389411299235585;0.6755658698022233
5700000.0;19252436.920956496;225379112146.13535;0.8536374494753326;0.7816895185396199
5700000.0;903494.2966778812;48138207248.15351;0.9744859884949506;0.24801664305152202
5700000.0;10544691.303896477;38513411879.59953;0.9170633677465942;0.5178705399183746
5700000.0;17779164.163141627;5089287921.882738;0.7468899746838098;0.7115486101783396
5700000.0;11536126.06650371;107989997451.4174;0.9347048177525076;0.5515797596867943
5700000.0;16886778.553538006;170480961777.88174;0.8703453364756331;0.71048279645357
5700000.0;14440798.805579683;24274319610.85515;0.8301991503224038;0.6263549729980114
5700000.0;10465138.537540171;210874691985.49585;0.9805402603129649;0.524789249699958
5700000.0;13424999.946257513;66712057142.39589;0.8795819676484631;0.6035534712350847
5700000.0;15000843.788406584;332639819981.36865;0.9552398519241658;0.66168654647638
5700000.0;212053.59076337286;267803052243.38968;0.9999999462737696;0.24081053342382322
5700000.0;12369652.494821656;219697331917.43756;0.9612394582845356;0.5805752961187447
5700000.0;14182088.351654913;218599581034.69583;0.9347687367772052;0.6334049797320147
5700000.0;1533914.1324847832;253363432625.57324;0.9999739290347691;0.2764501336424903
5700000.0;17830900.97467747;191681205562.766;0.8635398962302455;0.7389286379614638
5700000.0;15510965.967209013;26347071792.089584;0.8098500171039377;0.6570300553088957
5700000.0;18553790.27397535;168210598469.04977;0.8396189806545962;0.7588137717037818
5700000.0;4785523.002094099;182627949770.4873;0.9966839224267897;0.3626818925210583
5700000.0;12020454.278695548;197074673530.32935;0.9596445641134519;0.5695385015196396
5700000.0;17339242.633891456;297975779622.40436;0.9119244331035331;0.7286631277934905
5700000.0;1867476.3686349178;59510077314.38921;0.9791863119490608;0.27538568607014535
5700000.0;13954638.027769323;338545125103.4504;0.969314975963159;0.6314055258888492
5700000.0;109233.04000280482;112221025592.68513;0.9890137027654554;0.22990546404571152
5700000.0;10250784.90573963;101557022949.36122;0.9522652699396706;0.5139713455452789
5700000.0;20276761.55385658;245689075496.70126;0.8444105892193345;0.8122042080639557
5700000.0;5078957.09525154;250170103286.00253;0.9991770418227716;0.374240256726869
5700000.0;13300268.624168854;39234280376.37702;0.8644920107173791;0.596827873989154
5700000.0;1949428.0867383666;99886801684.26901;0.9883306117552546;0.27997438615269576
5700000.0;20074159.604315184;105422944495.03891;0.7776088075832156;0.7983385985590774
5700000.0;6086139.931398589;34650569136.89829;0.9680819587693542;0.3905182688787792
5700000.0;16262934.040292231;290568321130.39667;0.9259942655746822;0.6969234244880281
5700000.0;6228028.539918424;289674063685.87225;0.9988542755343048;0.40829018610732554
5700000.0;8006256.00613532;328004167539.5289;0.9979048357216677;0.4601215400390628
5700000.0;15222542.715249373;147894322443.37582;0.8893803657691016;0.6609262007771473
5700000.0;19717464.5371039;161096961754.26624;0.8154071488081478;0.7920990463978882
5700000.0;16996617.594105557;25143577755.60803;0.7791237966898406;0.6984861499298287
5700000.0;13055111.222173829;217413517425.30923;0.9511799525192443;0.600468819099972
5700000.0;3057355.1592829213;330285614992.1976;0.999999947728705;0.32261608260660596
5700000.0;12447752.269486085;302782373576.1666;0.9782206669680387;0.5860796552541357
5700000.0;8961016.881820012;72222882170.97035;0.95847959477834;0.4750392485023669
5700000.0;4553028.177337186;149403022688.57785;0.9940304716991293;0.3545751094152716
5700000.0;1250876.3802657083;94489664215.05034;0.9868299028328388;0.2604048918008638
5700000.0;18260945.705135763;280287790005.54486;0.8914583289454415;0.7549377439294644
5700000.0;16780819.55809815;257852029358.38876;0.9074917881862837;0.7108691782467899
5700000.0;508255.26113943703;83018729482.2183;0.9833204657092574;0.23927935363587005
5700000.0;13872944.966390027;230016882745.7576;0.9431070420778611;0.6248037608581971
5700000.0;10071396.788325185;301219619116.6832;0.9926013931048134;0.5172281666965427
5700000.0;17544812.51400653;69613521765.5071;0.8009819628066895;0.7221251309709587
5700000.0;13179404.124282598;96420838157.12819;0.9006843410567611;0.5986526697310673
5700000.0;20683968.83362922;15627380777.974913;0.7022744759301588;0.7978482375984539
5700000.0;9065871.808096796;352951500472.6019;0.9971728878094647;0.49125689789431165
5700000.0;10367704.312419113;263238766467.46988;0.9882421096348297;0.5240745731452099
5700000.0;18784225.410344854;242563535766.02017;0.8686895699640736;0.7687665568945812
5700000.0;18899148.8941043;298919799673.54407;0.8874243925651546;0.7742195110072879
5700000.0;3021501.211662872;7537413244.294525;0.9625586373012299;0.3025402485472035
5700000.0;14917650.366437232;22006423.945543166;0.8003204229572688;0.6290868286537856
5700000.0;76434.52961363015;180900848256.48227;0.9977775992257273;0.2325726861702556
5700000.0;3268930.327972623;85373399920.5034;0.9853722501748211;0.31564386355486707
5700000.0;8232879.075863433;274766947491.15265;0.9958358954484848;0.46369000505918245
5700000.0;9386349.709922222;272046353791.03314;0.9928617698172094;0.49626981476816423
5700000.0;2125001.478695105;19213611832.998013;0.9662977719940964;0.2793668397123914
5700000.0;7315046.756715353;313942647344.76685;0.9983165847769799;0.4399845113190263
5700000.0;8529978.681522569;47110080601.75309;0.9536191051979167;0.46091691940523977
5700000.0;9982994.23903172;121124159313.47401;0.9630871909953403;0.5071377129384753
5700000.0;16197184.126380416;310796677536.5965;0.9328818463673152;0.6957578591757941
5700000.0;6770535.530976541;2842904353.461013;0.9522496631495776;0.4052147284753663
5700000.0;10976654.328129126;308523307240.7369;0.9895030335073687;0.5436177454627952
5700000.0;17997901.9473421;342761264599.98047;0.9151318506985052;0.749544686168478
5700000.0;15781142.876887256;16505144380.16698;0.7964784381445777;0.6616379175039011
5700000.0;1400889.1722746887;80290502255.7378;0.9839175652951876;0.2637469491220559
5700000.0;13679865.717387144;335870254654.5859;0.9718231064405923;0.6232915288589669
5700000.0;5831146.883598678;187157411583.6906;0.9956506015384734;0.3919612497322911
5700000.0;17242526.0234605;128149050377.45213;0.84229673736527;0.7185380449513714
5700000.0;6960995.77307863;60504747520.57827;0.9722655154219415;0.4169984070121853
5700000.0;2316537.9715227294;278916606257.349;0.9999999494982108;0.29938200362047884
5700000.0;10606227.473493826;333183056660.5764;0.9929034238731538;0.5340712983990931
5700000.0;9089658.413529132;216473909403.08267;0.9896988461086049;0.48528687355588784
5700000.0;18213513.026462168;297029382087.003;0.8978944044395579;0.7541671625647587
5700000.0;4698424.862822772;264750230681.59137;0.9996546494159626;0.36445876080770484
5700000.0;500213.8020388745;76908286278.30801;0.981804948219873;0.23870292949692284
5700000.0;2803730.666867199;316539729365.13995;0.9999999513376748;0.3148603307181122
5700000.0;16040725.623479687;164312785826.09326;0.8825102372375674;0.6855459270671181
5700000.0;19511318.68600854;249365332906.0127;0.8589788757021117;0.7901617479121594
5700000.0;3630035.162530829;239213245421.97894;0.9998023091790109;0.33357939391066965
5700000.0;7693678.361552474;124296714636.0506;0.9833695572543776;0.44123941197890987
5700000.0;8147426.06275191;43838826046.77197;0.9569106546665127;0.44969476780498546
5700000.0;1430017.9451615936;137955309201.522;0.9939928450194064;0.26764939082483047
5700000.0;4355960.504099371;27589001543.17375;0.9694554749408789;0.3418700002633589
5700000.0;13015985.277283903;194390067102.2177;0.9444911564647451;0.5984486628186424
5700000.0;5768516.4796533575;355897390404.5092;0.9998122779084433;0.3990904112351786
5700000.0;2589301.8859517705;323138333392.1686;0.9999999492810245;0.30930634361420867
5700000.0;19576702.967255253;87923613433.16245;0.7754666033888746;0.7823329091075967
5700000.0;4000860.471992698;268805909884.29785;0.9999318427260463;0.3453720052370024
5700000.0;20843965.381273285;319145030715.96783;0.8617585061306847;0.8313457022071318
5700000.0;18449058.963619605;9550184513.945726;0.7379391065039739;0.7327487567531982
5700000.0;12339353.44833054;135703751618.36452;0.93326343234845;0.5762906844301915
5700000.0;677466.9199092482;351646800886.96454;0.9999999468785153;0.2581954596422033
5700000.0;3288380.7895300575;31357746057.572113;0.9712947567303354;0.31263768332158676
5700000.0;14316447.735966157;270704899969.46063;0.9485776003393902;0.6392899105543458
5700000.0;8634231.688971581;53488894995.77376;0.955026041664483;0.4643935308542276
5700000.0;10805190.098721752;321097210259.1592;0.9913295854970183;0.5392308361698218
5700000.0;14719742.35032509;229651745041.5058;0.9301387407548202;0.6495381997237426
5700000.0;17401558.912925586;89118287860.63074;0.8163745129986195;0.7201216646137049
5700000.0;15621328.501827657;199262578401.97736;0.9047863789852609;0.6747679653129086
5700000.0;5204204.748860737;211235561053.57468;0.9978509896078301;0.37572824011591793
5700000.0;9524800.765211195;6505193652.931276;0.9159565774665309;0.4831107026326533
5700000.0;19955607.865583118;116701611427.47389;0.7865051614057905;0.7959163985715784
11400000.0;18120801.499289908;28861334354.222645;0.685380634103182;0.948388590719591
11400000.0;8179134.42701836;136413441436.35321;0.8605904422604975;0.6787700889744248
11400000.0;3516656.6200266187;282608993792.4852;0.904042597127511;0.5555474900903253
11400000.0;296153.0196372904;119603279684.98753;0.8423095221730866;0.45949849383561614
11400000.0;18725810.61347155;189343978624.91617;0.7647112670521425;0.9831802671974755
11400000.0;3377125.476340568;142504471545.03326;0.8624580411001967;0.5454908712597432
11400000.0;20486013.850719515;190088392294.6719;0.740226798139683;1.0332560668539466
11400000.0;7266242.404300653;122407603254.51537;0.8573646959033113;0.6522470138215365
11400000.0;11432411.391937975;81489640750.4247;0.8095023390104084;0.7684468563939211
11400000.0;10129799.933126986;241092541934.50375;0.8858269495039239;0.738712239452025
11400000.0;1830226.6625790466;206860774997.58627;0.8811359169504758;0.5059594516994992
11400000.0;16434634.52236068;317869895270.17474;0.8408711662460918;0.9221135165596231
11400000.0;14841382.256417546;305057784043.6471;0.8574640610493205;0.8760072435351421
11400000.0;2899716.7100451314;309033688150.8452;0.9092065557281158;0.5396994145080304
11400000.0;9209413.704248132;237403841648.91373;0.8889082877311204;0.7122979379058699
11400000.0;5332688.8477860475;152729028639.7584;0.8687136061105227;0.5999368501538589
11400000.0;11929807.801670393;178353740743.38193;0.8492310079456333;0.7880386286040498
11400000.0;16322125.48686989;127305723156.19856;0.7692803570974226;0.9112663200615122
11400000.0;6651139.815618422;283762149610.89954;0.9041806699007818;0.6423034320075809
11400000.0;19901633.892716546;336175931921.00836;0.7976040339088315;1.0215858939959113
11400000.0;3799025.9719227115;55944484215.33588;0.8260273975622278;0.551303947724215
11400000.0;5977591.891382357;56363251836.71721;0.8298620628116926;0.611575549488368
11400000.0;7520053.923926935;221658356295.21072;0.8887231527730628;0.6639684398789985
11400000.0;13475636.392793734;33595691509.17331;0.7539068935311424;0.8198701568726054
11400000.0;17922080.9306321;209000637108.77606;0.7840451451145244;0.961046981483957
11400000.0;8342491.831972022;340196661622.0342;0.9129278355149231;0.6920711353882293
11400000.0;12594028.344751205;67770528163.77381;0.7873651726593442;0.8001705120957511
11400000.0;8805315.457288364;113722741533.47504;0.8491425420215567;0.6954862901308712
11400000.0;19365675.71588579;248069612026.4978;0.7785272449541597;1.0036821103248414
11400000.0;13563524.887069583;167307588591.77853;0.8250824187285987;0.8344154038468139
11400000.0;15812911.16497218;31961718980.168457;0.719990070081089;0.8849322076665497
11400000.0;8700394.576350506;115738901129.20737;0.8505086418479856;0.6925915628489462
11400000.0;9476192.044468282;165253838963.28177;0.8656772589876811;0.7171188326923597
11400000.0;4388436.342855363;74521847447.75098;0.8365399720578433;0.5692056095560053
11400000.0;20154409.69246208;343551042537.8807;0.7956790762193232;1.028947440300182
11400000.0;19781868.200983867;104665845391.40662;0.7088585607490087;1.007564562850348
11400000.0;16489785.866291977;294236034049.90576;0.8332691623791465;0.9229379631415172
11400000.0;3175951.021243453;87229842624.35918;0.8392013205434913;0.5367058402325726
11400000.0;15119744.356513776;222956668915.04025;0.8272782403018576;0.8812380262934771
11400000.0;15126482.941129925;75660734365.91272;0.757560430388811;0.872832026114937
11400000.0;14067774.217720896;111771102860.36209;0.7922221283589883;0.8458826338110851
11400000.0;11827799.517182143;118393767854.61453;0.8239476033636431;0.7822925456145658
11400000.0;5496175.48252682;235239952097.48917;0.893264343177183;0.6081410268275109
11400000.0;20379405.83630712;204789517893.71158;0.7477788453101395;1.0308810122665408
11400000.0;10167179.36820239;36375582407.64838;0.7970684018563388;0.7273268321522977
11400000.0;14528468.267848602;145439895670.12988;0.8027104148619795;0.8610514297523099
11400000.0;12110786.630034951;70425750799.22081;0.7950550567530351;0.7867246194506461
11400000.0;15420931.780782826;201213431993.03192;0.814996541023887;0.8890920164808518
11400000.0;13786203.93345469;176582166268.88992;0.82618811991356;0.8411960780087204
11400000.0;9320729.409056252;252018936826.5741;0.8922300582717301;0.7160250798073883
11400000.0;11871709.09829056;41391632894.90791;0.7803733960783258;0.77623976917194
11400000.0;16660429.21584764;314918180087.3119;0.8371015792823301;0.9284853469180099
11400000.0;7978260.965377884;58269276575.287415;0.8271190365933175;0.6679428101807015
11400000.0;12841792.705729578;256178182533.40735;0.8666669606801948;0.8170216931421399
11400000.0;13774636.136733027;157931424357.28043;0.8182977511349597;0.840054065403117
11400000.0;17122785.803822797;93216779856.8645;0.7396679162278231;0.9312666839739022
11400000.0;11756310.966747712;172619333997.0637;0.8488360578715143;0.7828324080219297
11400000.0;13226986.206390917;358691588876.06165;0.8896752831639001;0.8316182748950642
11400000.0;667359.1699224948;160577198671.17224;0.8612064041826141;0.471879394193146
11400000.0;5026785.703244765;42298967993.64098;0.8219187025948168;0.5837410602314199
11400000.0;10876032.244068772;174881526530.74252;0.8587014289271673;0.7576726368461071
11400000.0;16565492.091355322;151994056134.08102;0.7780484476202622;0.919684736629739
11400000.0;4841816.081293078;102006516980.41798;0.8492809707296517;0.5836343961273516
11400000.0;11237013.936032899;181414483283.17746;0.8577411080628312;0.7682862361419155
11400000.0;7808775.9358133245;205741341275.55078;0.8840207277627856;0.6714097045689351
11400000.0;1051852.126161389;84384611223.94756;0.8294316995290243;0.47800930401213115
11400000.0;11646803.707467262;236071001511.89496;0.8728556095682295;0.7820461002362809
11400000.0;6491884.463413765;186052940122.83813;0.8795848823438437;0.6336658754119567
11400000.0;5692593.002723287;156027337181.23627;0.8700109451168105;0.6100604641408596
11400000.0;7157581.695748263;232739067738.2225;0.891929909940971;0.6542760377857664
11400000.0;11347612.897323972;228068637618.7055;0.8730930904959672;0.7731761222566061
11400000.0;7119305.1377972225;154935612355.01105;0.869264356859115;0.649775430866646
11400000.0;6578610.42787515;277117307640.95734;0.9028012068890781;0.6399942598906008
11400000.0;7416698.39891063;144232830854.97122;0.8651579421711154;0.6576070494256077
11400000.0;19484527.43614649;254771227517.96652;0.7791809634868909;1.0072911873600272
11400000.0;14629698.381914282;147384266459.59723;0.8022704074155954;0.8640500266289273
11400000.0;5608565.322553315;130596296762.0277;0.8610338967737097;0.6064558345851943
11400000.0;3778279.575806734;322443744314.25446;0.9127040917649222;0.5644584780686133
11400000.0;6385792.942866822;64758831712.150505;0.8338247783463079;0.6237041807995956
11400000.0;14232952.811674284;213283177065.42313;0.8350714682320859;0.8554366926914174
11400000.0;18385635.085569456;162745674012.72565;0.7577064160454335;0.9722032430790316
11400000.0;11325153.89979413;98674501844.5926;0.819876026203767;0.7666922518388336
11400000.0;19000472.509770762;4188905646.3726835;0.656252333940041;0.9620099654473521
11400000.0;790380.9144907624;90681010532.0419;0.8312552532880847;0.4712677257590202
11400000.0;1260102.6457253129;214537430730.6783;0.8818705898748628;0.4906280753982426
11400000.0;2645922.425113912;284841337375.0215;0.9035152840163846;0.531688470089887
11400000.0;5940004.186758922;349535993354.5945;0.9174264596777868;0.6254073360371196
11400000.0;19198892.544646673;275812593217.9478;0.7903004386792254;0.9998374888895928
11400000.0;2076571.7950885666;125124228560.80084;0.8522061101161892;0.5087809777730687
11400000.0;19106658.20912289;231494100329.36935;0.7761691758940438;0.9957174553207027
11400000.0;2190717.2075927397;10656320949.519802;0.7926908065477508;0.4996216260893364
11400000.0;12675997.977096444;12394580265.670918;0.7500119072412907;0.7914368180881195
11400000.0;11072007.43682853;134789738580.53366;0.8400116636774071;0.7615302502102298
11400000.0;17174702.803553328;50836740484.531784;0.7132303190727566;0.9270207353824383
11400000.0;20221149.564355392;288254277551.7589;0.7795080238174453;1.029281764975753
11400000.0;9626906.533254882;171019256161.04758;0.8668660724256781;0.721675674026374
11400000.0;4527254.609116362;20376042712.269592;0.8086678880082316;0.566589542893016
11400000.0;14562175.089799587;329835918463.3467;0.8676051559193542;0.8688447730244904
11400000.0;15295347.958512554;192978492786.04108;0.8133486577405318;0.8851706840037211
11400000.0;8429558.166642088;200359289933.361;0.8811111428921009;0.68869921685032
11400000.0;20574744.430070747;184359763400.96603;0.7365473238336959;1.035498450262085
11400000.0;6307947.473862931;295446556364.3927;0.9068833293248536;0.6332462487602084
11400000.0;4157570.1121646375;244388427873.87848;0.8951974100659927;0.5715720655090455
11400000.0;4081540.4268222186;356304436379.77563;0.9189561591939547;0.5742874585566304
11400000.0;7621777.809959531;176804331460.455;0.8757228530118691;0.6648969146060619
11400000.0;2420318.4816582347;202579899462.72437;0.8812234617132157;0.5219909481318581
11400000.0;1097958.0509098712;141668718232.7262;0.8554975489745203;0.48276757742522514
11400000.0;12890936.501391439;110257076175.4247;0.8068714910745858;0.8121666308398875
11400000.0;11103252.761538334;324975729801.63727;0.9001348419052437;0.7696071675730188
11400000.0;17690093.915768046;94965997371.19656;0.7326666293592049;0.947507436435624
11400000.0;7005998.5857921215;325980966652.52594;0.9122870181070579;0.6540537861624566
11400000.0;18951564.7611801;262135235055.7451;0.789261868200269;0.9923423916960302
11400000.0;2461093.4885891494;21798633536.671806;0.8014138657653852;0.5098295116570158
11400000.0;9712655.287796818;49033239221.21148;0.8093757755824103;0.7162496391450909
11400000.0;18573534.73203376;196351626902.82956;0.7697963376128102;0.979141593353828
11400000.0;10747587.396066133;306336826875.5149;0.8983070232391553;0.758757404746247
11400000.0;9879602.189202264;340717331525.9266;0.9090834371157448;0.7354085036321943
11400000.0;12191477.13180818;243713092674.49622;0.8698058821530167;0.797940814579559
11400000.0;16053659.562982947;130961156381.42741;0.7748565849118751;0.9038404049700213
11400000.0;1662744.7511441307;273502979256.1712;0.8991761162264134;0.5042025795567328
11400000.0;3562805.746565275;260561259448.4074;0.8988315234357744;0.555884057795694
11400000.0;975660.3108112123;259427312994.31516;0.894010294770389;0.4847441607593311
11400000.0;6864136.069478006;226189937117.14606;0.8905230515628929;0.6457914492879393
11400000.0;15658869.257923434;44678867652.39785;0.730707919161488;0.8833502203489353
11400000.0;7861440.716092241;64292565764.5647;0.8306577551167842;0.6651792227710547
11400000.0;20797728.794378795;292472297378.61285;0.7723781973536611;1.0457617421581984
11400000.0;4232463.997003846;285961494015.4889;0.9052126869248879;0.5754032861771986
11400000.0;17608852.62301048;346985608230.37634;0.8331651892656763;0.9566313005545659
11400000.0;16862529.73209261;62480771096.16234;0.7250300857522329;0.9201663951151227
11400000.0;4928328.0801674165;348014581919.04706;0.9176309553033988;0.5973091931384952
11400000.0;1761473.6111710074;353698545936.83026;0.9168419105106883;0.5103745416902239
11400000.0;342548.82463707525;157592140972.2774;0.8586112884481834;0.4628003178761086
11400000.0;9826676.565215172;266525034789.09427;0.893792143077907;0.7309874439821243
11400000.0;3907084.1825293396;132258746503.76044;0.8595987591401085;0.5595534024508225
11400000.0;20937418.642917663;51890791066.80725;0.6619796911384203;1.0323359386288904
11400000.0;6136252.158779944;140259591973.68726;0.8646714206791921;0.621599836820276
11400000.0;2702753.9613984213;311690273560.2726;0.9095591129454648;0.5344007249992693
11400000.0;12691100.118824748;344691525651.5691;0.8918899456206598;0.8157708142203861
11400000.0;5257644.812699515;303442105286.098;0.9090075903848936;0.604459189653065
11400000.0;20627205.403704878;13037200812.238518;0.6406832457240552;1.011772151692646
11400000.0;5390151.765426465;18024172766.110947;0.8089441004128051;0.5899204868734996
11400000.0;8837250.607674222;107361815084.29115;0.8462400732809526;0.6960491191654818
11400000.0;15885914.297978;78781445427.2993;0.7487359572674086;0.8946943575130987
11400000.0;19252436.920956496;225379112146.13535;0.7718131708699604;0.9996533445334241
11400000.0;903494.2966778812;48138207248.15351;0.8087981471300197;0.4706519847898238
11400000.0;10544691.303896477;38513411879.59953;0.7943235623127306;0.7383288182118237
11400000.0;17779164.163141627;5089287921.882738;0.6735643166993566;0.92886122465961
11400000.0;11536126.06650371;107989997451.4174;0.8221964810713321;0.7733282668726248
11400000.0;16886778.553538006;170480961777.88174;0.7821075531379866;0.9297981899561986
11400000.0;14440798.805579683;24274319610.85515;0.734058289433683;0.8445847179171694
11400000.0;10465138.537540171;210874691985.49585;0.8747967449335972;0.7472366358622907
11400000.0;13424999.946257513;66712057142.39589;0.7757364274966797;0.8236148990853907
11400000.0;15000843.788406584;332639819981.36865;0.8629855697439625;0.881509001197639
11400000.0;212053.59076337286;267803052243.38968;0.894266545516251;0.4641476023719177
11400000.0;12369652.494821656;219697331917.43756;0.8598284808991604;0.8022061409604694
11400000.0;14182088.351654913;218599581034.69583;0.8376897943799896;0.8541682685197908
11400000.0;1533914.1324847832;253363432625.57324;0.8936837700665624;0.49980623251020523
11400000.0;17830900.97467747;191681205562.766;0.7782188293796333;0.9577389676442649
11400000.0;15510965.967209013;26347071792.089584;0.7203972453953604;0.8750295981008398
11400000.0;18553790.27397535;168210598469.04977;0.7578402231724354;0.9772758566082254
11400000.0;4785523.002094099;182627949770.4873;0.8781267399005442;0.5862132742862406
11400000.0;12020454.278695548;197074673530.32935;0.8554905495618172;0.7913624713184362
11400000.0;17339242.633891456;297975779622.40436;0.8231453112566761;0.9473970525722106
11400000.0;1867476.3686349178;59510077314.38921;0.8204259086480422;0.498390491150508
11400000.0;13954638.027769323;338545125103.4504;0.8770060043211613;0.8517420050940757
11400000.0;109233.04000280482;112221025592.68513;0.837885188330079;0.45391464625424083
11400000.0;10250784.90573963;101557022949.36122;0.8326185855361831;0.7361781015443746
11400000.0;20276761.55385658;245689075496.70126;0.7646823441731202;1.0295087990904979
11400000.0;5078957.09525154;250170103286.00253;0.8969791395214148;0.5972401077075277
11400000.0;13300268.624168854;39234280376.37702;0.7600995979760754;0.8160736220565107
11400000.0;1949428.0867383666;99886801684.26901;0.8408303885739623;0.5037797689756301
11400000.0;20074159.604315184;105422944495.03891;0.7052208537917002;1.0158738584859917
